MT,sets_ratio,game_ratio,score_ratio,pointswon_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p1,ace_ratio,df_ratio,spead,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,pt_winner,ST,distance_ratio,rally_count_normalized,ST_end
0.0,0.0,1.0,0.5,0.6153846153846154,0.0,0.0,0.5288461538461539,0,1,0.0,0.0,0.6956521739130435,0,0.0,0.0,0.0,1,0,0,0.5827415488698223,0.11764705882352941,0.3501943038466759
0.0,0.0,1.0,0.6666666666666666,0.5714285714285714,0.0,0.0,0.5595238095238095,0,1,0.0,0.0,0.8115942028985508,0,0.0,0.0,0.0,0,0,0,0.5999775015467687,0.08823529411764705,0.34410639783220787
0.0,0.0,1.0,0.5,0.5333333333333333,0.0,0.0,0.5083333333333333,0,1,0.0,0.0,0.8405797101449275,0,0.0,0.0,0.0,0,0,0,0.6030872959545777,0.029411764705882353,0.31624953033023
0.0,0.0,1.0,0.4,0.5625,0.0,0.0,0.490625,0,0,0.0,0.0,0.3623188405797102,0,0.0,0.0,0.0,1,0,0,0.5516810658894556,0.058823529411764705,0.3052522976506102
0.0,0.0,1.0,0.5,0.5294117647058824,0.0,0.0,0.5073529411764706,0,1,0.0,0.0,0.7536231884057971,0,0.0,0.0,0.0,0,0,0,0.4881794489947878,0.029411764705882353,0.2587956068503351
0.0,0.0,1.0,0.42857142857142855,0.5,0.0,0.0,0.38571428571428573,0,1,0.0,0.0,0.6376811594202898,0,0.0,0.0,0.0,0,0,0,0.4779791116144457,0.08823529411764705,0.28310720286604635
0.0,0.0,0.5,0.0,0.5263157894736842,0.0,0.0,0.513157894736842,0,1,1.0,0.0,0.7826086956521741,0,0.0,0.0,0.0,1,1,0,0.45588235294117646,0.029411764705882353,0.2426470588235294
0.0,0.0,0.5,1.0,0.55,0.0,0.0,0.6833333333333332,0,1,1.0,0.0,0.7971014492753623,0,0.0,0.0,0.0,1,0,0,0.34229051547952466,0.14705882352941177,0.2446746695044682
0.0,0.0,0.5,1.0,0.5238095238095238,0.0,0.0,0.6746031746031745,0,1,1.0,0.0,0.6086956521739131,0,0.0,0.0,0.0,0,0,0,0.4025185021539821,0.058823529411764705,0.2306710157828734
0.0,0.0,0.5,0.6666666666666666,0.5454545454545454,0.0,0.0,0.428030303030303,0,1,1.0,0.0,0.7971014492753623,0,0.0,0.0,0.0,1,0,0,0.5613899613899613,0.2647058823529412,0.41304792187145123
0.0,0.0,0.5,0.75,0.5652173913043478,0.0,0.0,0.4538043478260869,0,0,1.0,0.0,0.4492753623188406,0,0.0,0.0,0.0,1,0,0,0.4578138239922528,0.029411764705882353,0.24361279434906757
0.0,0.0,0.6666666666666666,0.0,0.5416666666666666,1.0,0.0,0.736111111111111,0,0,0.0,0.0,0.5072463768115942,0,1.0,0.0,0.0,0,0,0,0.4788705631982975,0.08823529411764705,0.28355292865797227
0.0,0.0,0.6666666666666666,0.0,0.52,1.0,0.0,0.5466666666666666,0,1,0.0,0.0,0.5652173913043479,0,1.0,0.0,0.0,0,0,0,0.5164181170201723,0.08823529411764705,0.30232670556890967
0.0,0.0,0.6666666666666666,0.0,0.5,1.0,0.0,0.5416666666666666,0,1,0.0,0.0,0.7681159420289856,0,1.0,0.0,0.0,0,0,0,0.45837563451776653,0.029411764705882353,0.24389369961182444
0.0,0.0,0.6666666666666666,0.0,0.48148148148148145,1.0,0.0,0.537037037037037,0,1,0.0,0.0,0.7826086956521741,0,1.0,0.0,0.0,0,0,0,0.7301396332348974,0.08823529411764705,0.40918746367627223
0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0,1,0.0,0.0,0.6376811594202898,0,0.0,0.0,0.0,1,1,0,0.3433069457489154,0.14705882352941177,0.2451828846391636
0.0,0.0,0.5,1.0,0.5172413793103449,0.0,0.0,0.6724137931034483,0,1,0.0,0.0,0.8260869565217392,0,0.0,0.0,0.0,1,0,0,0.34113525993153415,0.029411764705882353,0.18527351231870826
0.0,0.0,0.5,1.0,0.5333333333333333,0.0,1.0,0.7583333333333333,0,1,0.0,0.0,0.5507246376811594,0,0.0,1.0,0.0,1,0,0,0.48879454627097196,0.08823529411764705,0.2885149201943095
0.0,0.0,0.5,1.0,0.5161290322580645,1.0,1.0,0.8032258064516128,0,0,0.0,0.0,0.5942028985507246,0,1.0,0.0,0.0,0,0,0,0.4460792110704629,0.058823529411764705,0.2524513702411138
0.0,0.0,0.5,0.75,0.5,1.0,1.0,0.75,0,0,0.0,0.0,0.46376811594202905,0,1.0,0.0,0.0,0,0,0,0.40069620848621695,0.058823529411764705,0.22975986894899084
0.0,0.0,0.5,0.6,0.48484848484848486,1.0,1.0,0.716969696969697,0,1,0.0,0.0,0.5652173913043479,0,1.0,0.0,0.0,0,0,0,0.4364469405852793,0.058823529411764705,0.247635234998522
0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.7,0,0,0.0,0.0,0.3623188405797102,0,1.0,1.0,0.0,1,0,0,0.5459543826043772,0.14705882352941177,0.3465066030668945
0.0,0.0,0.5,0.5714285714285714,0.5142857142857142,1.0,1.0,0.7171428571428571,0,1,0.0,0.0,0.6086956521739131,0,1.0,1.0,0.0,1,0,0,0.41614831076960607,0.029411764705882353,0.2227800377377442
0.0,0.0,0.6,0.0,0.5,0.0,0.0,0.55,0,1,0.0,0.0,0.5507246376811594,0,0.0,0.0,0.0,0,0,0,0.5610316833105826,0.029411764705882353,0.2952217240082325
0.0,0.0,0.6,0.0,0.5135135135135135,0.0,0.0,0.27837837837837837,0,0,0.0,0.0,0.26086956521739135,0,0.0,0.0,0.0,1,0,0,0.49574863257620944,0.1764705882352941,0.33610961040575177
0.0,0.0,0.6,0.5,0.5,0.0,0.0,0.4,0,1,0.0,0.0,0.7681159420289856,0,0.0,0.0,0.0,0,0,0,0.567727424191936,0.029411764705882353,0.2985695944489092
0.0,0.0,0.6,0.3333333333333333,0.48717948717948717,0.0,0.0,0.35512820512820514,0,1,0.0,0.0,0.7971014492753623,0,0.0,0.0,0.0,0,0,0,0.5057601510859301,0.029411764705882353,0.2675859578959062
0.0,0.0,0.6,0.25,0.475,0.0,0.0,0.33125,0,0,0.0,0.0,0.5652173913043479,0,0.0,0.0,0.0,0,0,0,0.5193614830072091,0.029411764705882353,0.2743866238565457
0.0,0.0,0.5,0.0,0.4878048780487805,0.0,0.0,0.49390243902439024,0,0,0.0,0.0,0.5072463768115942,0,0.0,0.0,0.0,1,1,0,0.5116275594081602,0.2647058823529412,0.3881667208805507
0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0,1,0.0,0.0,0.6956521739130435,0,0.0,0.0,0.0,1,0,0,0.34029644950017235,0.08823529411764705,0.2142658718089097
0.0,0.0,0.5,1.0,0.5116279069767442,0.0,0.0,0.502906976744186,0,1,0.0,0.0,0.6231884057971016,0,0.0,0.0,0.0,1,1,0,0.3624133949191686,0.08823529411764705,0.22532434451840783
0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0,0,0.0,0.0,0.46376811594202905,0,0.0,0.0,0.0,0,0,0,0.4919978225367447,0.1764705882352941,0.3342342053860194
0.0,0.0,0.5,0.75,0.5111111111111111,0.0,0.0,0.44027777777777777,0,0,0.0,0.0,0.42028985507246386,0,0.0,0.0,0.0,1,0,0,0.556116457204957,0.14705882352941177,0.3515876403671844
0.0,0.0,0.5714285714285714,0.0,0.5,0.0,0.0,0.5357142857142857,0,1,0.0,0.0,0.8695652173913044,0,0.0,0.0,0.0,0,0,0,0.5478009690644801,0.029411764705882353,0.2886063668851812
0.0,0.0,0.5714285714285714,0.0,0.5106382978723404,0.0,0.0,0.270516717325228,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.4997310381925767,0.0,0.24986551909628835
0.0,0.0,0.5714285714285714,0.5,0.5,0.0,0.0,0.39285714285714285,0,1,0.0,0.0,0.8405797101449275,0,0.0,0.0,0.0,0,0,0,0.6269771528998244,0.029411764705882353,0.32819445880285336
0.0,0.0,0.5714285714285714,0.3333333333333333,0.5102040816326531,0.0,0.0,0.3537414965986394,0,0,0.0,0.0,0.42028985507246386,0,0.0,0.0,0.0,1,0,0,0.4913778855159496,0.1764705882352941,0.33392423687562184
0.0,0.0,0.5714285714285714,0.5,0.52,0.0,0.0,0.39785714285714285,0,0,0.0,0.0,0.49275362318840576,0,0.0,0.0,0.0,1,1,0,0.5319665567390237,0.47058823529411764,0.5012773960165706
0.0,0.0,0.5714285714285714,0.6,0.5294117647058824,0.0,0.0,0.4252100840336134,0,0,0.0,0.0,0.49275362318840576,0,0.0,0.0,1.0,1,0,0,0.6081601704987909,0.1764705882352941,0.3923153793670425
0.0,0.0,0.625,0.0,0.5384615384615384,0.0,0.0,0.5817307692307692,0,1,0.0,0.0,0.6231884057971016,0,0.0,0.0,0.0,1,0,0,0.41420778576741885,0.029411764705882353,0.2218097752366506
0.0,0.0,0.625,1.0,0.5283018867924528,0.0,0.0,0.7177672955974842,0,0,0.0,0.0,0.4057971014492754,0,0.0,0.0,0.0,0,0,0,0.42353662273980996,0.058823529411764705,0.24118007607578734
0.0,0.0,0.625,0.5,0.5370370370370371,0.0,0.0,0.5540123456790124,0,1,0.0,0.0,0.7246376811594204,0,0.0,0.0,0.0,1,0,0,0.40868220052209225,0.029411764705882353,0.2190469826139873
0.0,0.0,0.625,0.6666666666666666,0.5272727272727272,0.0,0.0,0.6063131313131312,0,1,0.0,0.0,0.6231884057971016,0,0.0,0.0,0.0,0,0,0,0.49897242678540843,0.11764705882352941,0.30830974280446893
0.0,0.0,0.625,0.5,0.5357142857142857,0.0,1.0,0.6651785714285714,0,1,0.0,0.0,0.8260869565217392,0,0.0,1.0,0.0,1,0,0,0.4960846931186841,0.08823529411764705,0.2921599936181656
0.0,0.0,0.625,0.6,0.5263157894736842,1.0,1.0,0.7502631578947369,0,1,0.0,0.0,0.5942028985507246,0,1.0,0.0,0.0,0,0,0,0.5351634438305709,0.058823529411764705,0.2969934866211678
0.0,0.0,0.625,0.5,0.5344827586206896,1.0,1.0,0.7318965517241379,0,1,0.0,0.0,0.6086956521739131,0,1.0,0.0,0.0,1,0,0,0.5137056833227087,0.20588235294117646,0.35979401813194256
0.0,0.0,0.625,0.5714285714285714,0.5254237288135594,1.0,0.4,0.6243704600484261,0,0,0.0,0.0,0.23188405797101463,0,1.0,0.0,0.0,0,0,0,0.4789998839772595,0.11764705882352941,0.29832347140039445
0.0,0.0,0.625,0.5,0.5166666666666667,1.0,0.3333333333333333,0.595,0,1,0.0,0.0,0.7391304347826086,0,1.0,0.0,0.0,0,0,0,0.4831210120769213,0.1764705882352941,0.3297958001561077
0.0,0.0,0.625,0.42857142857142855,0.5245901639344263,1.0,0.3333333333333333,0.5822989851678376,0,1,0.0,0.0,0.7101449275362319,0,1.0,0.0,0.0,1,1,0,0.3982837918405587,0.20588235294117646,0.30208307239086757
0.0,0.0,0.625,0.5,0.532258064516129,1.0,0.3333333333333333,0.5981182795698925,0,1,0.0,0.0,0.8405797101449275,0,1.0,0.0,0.0,1,0,0,0.401790817298533,0.029411764705882353,0.21560129100220768
0.0,0.0,0.625,0.5714285714285714,0.5396825396825397,0.5,0.4285714285714286,0.5329365079365079,0,1,0.0,0.0,0.8695652173913044,0,0.5,1.0,0.0,1,0,0,0.4583678656279352,0.08823529411764705,0.27330157987279113
0.0,1.0,0.0,0.0,0.53125,0.0,0.0,0.765625,0,1,0.0,0.0,0.7391304347826086,0,0.0,0.0,0.0,0,0,0,0.6578733766233766,0.029411764705882353,0.3436425706646295
0.0,1.0,0.0,0.0,0.5230769230769231,0.0,0.0,0.5076923076923077,0,1,0.0,0.0,0.6521739130434783,0,0.0,0.0,0.0,0,0,0,0.5090909090909091,0.029411764705882353,0.26925133689839575
0.0,1.0,0.0,0.0,0.5151515151515151,0.0,0.0,0.3787878787878788,0,1,0.0,0.0,0.7391304347826086,0,0.0,0.0,0.0,0,0,0,0.4866209493075165,0.029411764705882353,0.2580163570066994
0.0,1.0,0.0,0.0,0.5074626865671642,0.0,0.0,0.3768656716417911,0,1,0.0,0.0,0.7246376811594204,0,0.0,0.0,0.0,0,0,0,0.5904689576609076,0.029411764705882353,0.30994036118339496
0.0,1.0,0.0,0.0,0.5147058823529411,0.0,0.0,0.5049019607843137,0,1,1.0,0.0,0.7971014492753623,0,0.0,0.0,0.0,1,1,0,0.44896851248642783,0.029411764705882353,0.2391901385961551
0.0,1.0,0.0,1.0,0.5217391304347826,0.0,0.0,0.6304347826086957,0,0,1.0,0.0,0.43478260869565233,0,0.0,0.0,0.0,1,0,0,0.42572267738444897,0.029411764705882353,0.22756722104516566
0.0,1.0,0.0,1.0,0.5142857142857142,0.0,0.0,0.6285714285714286,0,0,1.0,0.0,0.5652173913043479,0,0.0,0.0,0.0,0,0,0,0.4657765284609979,0.058823529411764705,0.26230002893638127
0.0,1.0,0.0,0.6666666666666666,0.5070422535211268,1.0,0.0,0.6347417840375587,0,1,1.0,0.0,0.6666666666666667,0,1.0,0.0,0.0,0,0,0,0.46899578326790126,0.3529411764705882,0.41096847986924473
0.0,1.0,0.0,0.5,0.5138888888888888,1.0,0.0,0.6027777777777777,0,1,1.0,0.0,0.7826086956521741,0,1.0,0.0,0.0,1,1,0,0.3288108539505188,0.029411764705882353,0.17911130932820057
0.0,1.0,0.0,0.6,0.5068493150684932,1.0,0.0,0.6213698630136987,0,0,1.0,0.0,0.3623188405797102,0,1.0,0.0,0.0,0,0,0,0.46851547136493155,0.058823529411764705,0.26366950038834813
0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.6,0,0,1.0,0.0,0.4782608695652175,0,1.0,0.0,0.0,0,0,0,0.4483129935391241,0.058823529411764705,0.2535682614754444
0.0,1.0,0.0,0.42857142857142855,0.49333333333333335,1.0,0.0,0.5843809523809524,0,1,1.0,0.0,0.8260869565217392,0,1.0,0.0,0.0,0,0,0,0.43745019920318723,0.058823529411764705,0.24813686430747597
0.0,1.0,0.0,0.0,0.4868421052631579,0.0,0.0,0.49561403508771934,0,1,0.0,0.0,0.7826086956521741,0,0.0,0.0,0.0,0,0,0,0.5215019255455713,0.029411764705882353,0.2754568451257268
0.0,1.0,0.0,0.0,0.4805194805194805,0.0,0.0,0.37012987012987014,0,1,0.0,0.0,0.8115942028985508,0,0.0,0.0,0.0,0,0,0,0.4675524744848835,0.029411764705882353,0.24848211959538294
0.0,1.0,0.0,0.0,0.47435897435897434,0.0,0.0,0.3685897435897436,0,1,0.0,0.0,0.5217391304347827,0,0.0,0.0,0.0,0,0,0,0.679987393633785,0.08823529411764705,0.38411134387571605
0.0,1.0,0.0,0.0,0.46835443037974683,1.0,0.0,0.49367088607594933,0,0,0.0,0.0,0.42028985507246386,0,1.0,0.0,0.0,0,0,0,0.48387758090496413,0.20588235294117646,0.3448799669230703
0.0,1.0,0.0,0.0,0.4625,0.0,0.0,0.4875,0,0,0.0,0.0,0.49275362318840576,0,0.0,0.0,0.0,0,0,0,0.5551187071082766,0.29411764705882354,0.4246181770835501
0.0,1.0,0.0,0.0,0.4691358024691358,0.0,0.0,0.3672839506172839,0,1,0.0,0.0,0.5652173913043479,0,0.0,0.0,0.0,1,0,0,0.3959568023179244,0.029411764705882353,0.21268428351190338
0.0,1.0,0.0,0.5,0.47560975609756095,0.0,0.0,0.49390243902439024,0,1,1.0,0.0,0.5507246376811594,0,0.0,0.0,0.0,1,1,0,0.44764705882352945,0.029411764705882353,0.2385294117647059
0.0,1.0,0.0,0.6666666666666666,0.46987951807228917,0.0,0.0,0.5341365461847389,0,1,1.0,0.0,0.6811594202898552,0,0.0,0.0,0.0,0,0,0,0.5859400324149109,0.23529411764705882,0.4106170750309849
0.0,1.0,0.0,0.5,0.4642857142857143,0.0,0.0,0.3928571428571429,0,0,1.0,0.0,0.3333333333333335,0,0.0,0.0,0.0,0,0,0,0.4547748379183459,0.11764705882352941,0.28621094837093763
0.0,1.0,0.0,0.4,0.47058823529411764,0.0,0.0,0.31176470588235294,0,0,1.0,0.0,0.3333333333333335,0,0.0,0.0,0.0,1,0,0,0.4333563377041638,0.08823529411764705,0.26079581591090545
0.0,1.0,0.0,0.5,0.47674418604651164,0.0,0.0,0.32945736434108525,0,1,1.0,0.0,0.43478260869565233,0,0.0,0.0,0.0,1,0,0,0.4427731352522438,0.08823529411764705,0.26550421468494545
0.0,1.0,0.0,0.5714285714285714,0.4827586206896552,0.0,0.0,0.3423645320197044,0,0,1.0,0.0,0.6956521739130435,0,0.0,0.0,0.0,1,0,0,0.5454672766315003,0.3235294117647059,0.43449834419810307
0.0,1.0,0.25,0.0,0.4772727272727273,0.0,0.0,0.5757575757575758,0,1,0.0,0.0,0.5942028985507246,0,0.0,0.0,0.0,0,0,0,0.6727402104536829,0.14705882352941177,0.40989951699154736
0.0,1.0,0.25,0.0,0.47191011235955055,0.0,0.0,0.34438202247191013,0,1,0.0,0.0,0.8115942028985508,0,0.0,0.0,0.0,0,0,0,0.6028019891984385,0.029411764705882353,0.31610687695216044
0.0,1.0,0.25,0.0,0.4777777777777778,0.0,0.0,0.34555555555555556,0,0,0.0,0.0,0.5652173913043479,0,0.0,0.0,0.0,1,1,0,0.5820164758302677,0.1764705882352941,0.37924353203278094
0.0,1.0,0.25,0.3333333333333333,0.4835164835164835,0.0,0.0,0.3444749694749694,0,1,0.0,0.0,0.855072463768116,0,0.0,0.0,0.0,1,0,0,0.5732118863856513,0.23529411764705882,0.40425300201635506
0.0,1.0,0.25,0.5,0.4891304347826087,0.0,0.0,0.3731884057971015,0,1,0.0,0.0,0.8985507246376812,0,0.0,0.0,0.0,1,0,0,0.549843312119497,0.29411764705882354,0.4219804795891603
0.0,1.0,0.25,0.6,0.4838709677419355,0.0,0.0,0.3889784946236559,0,1,0.0,0.0,0.7391304347826086,0,0.0,0.0,0.0,0,0,0,0.5523595908846223,0.14705882352941177,0.34970920720701704
0.0,1.0,0.25,0.5,0.48936170212765956,0.0,0.0,0.37322695035460995,0,0,0.0,0.0,0.5072463768115942,0,0.0,0.0,0.0,1,0,0,0.5081436957988972,0.29411764705882354,0.4011306714288604
0.0,1.0,0.25,0.5714285714285714,0.4842105263157895,0.0,0.0,0.3842731829573935,0,1,0.0,0.0,0.6666666666666667,0,0.0,0.0,0.0,0,0,0,0.6789302712094886,0.08823529411764705,0.3835827826635678
0.0,1.0,0.25,0.5,0.4791666666666667,0.0,0.0,0.37152777777777773,0,1,0.0,0.0,0.855072463768116,0,0.0,0.0,0.0,0,0,0,0.5711789589847343,0.029411764705882353,0.3002953618453083
0.0,1.0,0.25,0.42857142857142855,0.4742268041237113,0.0,0.0,0.35879970544919,0,1,0.0,0.0,0.8260869565217392,0,0.0,0.0,0.0,0,0,0,0.5567129941978141,0.14705882352941177,0.35188590886361293
0.0,1.0,0.2,0.0,0.46938775510204084,0.0,0.0,0.5564625850340136,0,0,0.0,0.0,0.6231884057971016,0,0.0,0.0,0.0,0,0,0,0.30342165459397635,0.058823529411764705,0.18112259200287054
0.0,1.0,0.2,0.0,0.47474747474747475,0.0,0.0,0.41868686868686866,0,1,0.0,0.0,0.536231884057971,0,0.0,0.0,0.0,1,0,0,0.4369903632320237,0.029411764705882353,0.23320106396895304
0.0,1.0,0.2,0.5,0.47,1.0,0.0,0.634,0,0,0.0,0.0,0.2753623188405798,0,1.0,0.0,0.0,0,0,0,0.4730447987851176,0.058823529411764705,0.2659341640984412
0.0,1.0,0.2,0.3333333333333333,0.4752475247524752,1.0,0.0,0.6017161716171617,0,1,0.0,0.0,0.7826086956521741,0,1.0,0.0,0.0,1,0,0,0.38005311301268807,0.029411764705882353,0.20473243885928522
0.0,1.0,0.2,0.5,0.4803921568627451,1.0,0.0,0.6360784313725489,0,1,0.0,0.0,0.5217391304347827,0,1.0,0.0,0.0,1,0,0,0.3876475018830028,0.029411764705882353,0.20852963329444257
0.0,1.0,0.2,0.6,0.47572815533980584,1.0,0.0,0.6551456310679612,0,1,0.0,0.0,0.3623188405797102,0,1.0,0.0,0.0,0,0,0,0.38019566230136137,0.29411764705882354,0.3371566546800925
0.0,1.0,0.2,0.5,0.4807692307692308,1.0,1.0,0.6967948717948719,0,1,0.0,0.0,0.7971014492753623,0,1.0,1.0,0.0,1,1,0,0.3181479025037307,0.08823529411764705,0.2031915983106889
0.0,1.0,0.2,0.5714285714285714,0.4857142857142857,1.0,1.0,0.7095238095238096,0,0,0.0,0.0,0.7101449275362319,0,1.0,0.0,0.0,1,1,0,0.3932878867330886,0.029411764705882353,0.2113498257194855
0.0,1.0,0.3333333333333333,0.0,0.49056603773584906,0.0,0.0,0.4559748427672956,0,1,0.0,0.0,0.6666666666666667,0,0.0,0.0,0.0,1,0,0,0.5644641163452419,0.11764705882352941,0.34105558758438564
0.0,1.0,0.3333333333333333,1.0,0.48598130841121495,0.5,0.0,0.6638629283489096,0,1,0.0,0.0,0.8115942028985508,0,0.5,0.0,0.0,0,0,0,0.5539192247617226,0.08823529411764705,0.32107725943968485
0.0,1.0,0.3333333333333333,0.5,0.48148148148148145,0.6666666666666666,0.0,0.5962962962962963,0,1,0.0,0.0,0.8695652173913044,0,0.6666666666666666,0.0,0.0,0,0,0,0.4507797878976918,0.08823529411764705,0.26950754100766944
0.0,1.0,0.3333333333333333,0.3333333333333333,0.47706422018348627,0.6666666666666666,0.0,0.46839959225280325,0,1,0.0,0.0,0.7681159420289856,0,0.6666666666666666,0.0,0.0,0,0,0,0.5486729362591432,0.08823529411764705,0.3184541151883951
0.0,1.0,0.3333333333333333,0.25,0.4818181818181818,0.6666666666666666,0.0,0.45530303030303027,0,1,0.0,0.0,0.5217391304347827,0,0.6666666666666666,0.0,0.0,1,0,0,0.7319456553327521,0.058823529411764705,0.3953845923722584
0.0,1.0,0.3333333333333333,0.4,0.4864864864864865,0.5,0.0,0.4533033033033033,0,0,0.0,0.0,0.37681159420289867,0,0.5,0.0,0.0,1,0,0,0.5581874930331067,0.23529411764705882,0.3967408053400827
0.0,1.0,0.3333333333333333,0.5,0.49107142857142855,0.4,0.0,0.4540674603174603,0,0,0.0,0.0,0.6231884057971016,0,0.4,0.0,0.0,1,0,0,0.5393240142552602,0.23529411764705882,0.38730906595115955
0.0,1.0,0.3333333333333333,0.5714285714285714,0.48672566371681414,0.4,0.0,0.4652479280797865,0,1,0.0,0.0,0.6956521739130435,0,0.4,0.0,0.0,0,0,0,0.656750703497387,0.029411764705882353,0.34308123410163466
0.0,1.0,0.3333333333333333,0.5,0.4824561403508772,0.4,0.0,0.45263157894736844,0,1,0.0,0.0,0.8405797101449275,0,0.4,0.0,0.0,0,0,0,0.5522889684789435,0.20588235294117646,0.37908566071006
0.0,1.0,0.3333333333333333,0.42857142857142855,0.48695652173913045,0.3333333333333333,0.0,0.43036576949620425,0,1,0.0,0.0,0.7536231884057971,0,0.3333333333333333,0.0,0.0,1,0,0,0.5491723113703046,0.11764705882352941,0.33340968509691704
0.0,1.0,0.3333333333333333,0.5,0.49137931034482757,0.3333333333333333,0.0,0.44300766283524906,0,0,0.0,0.0,0.5942028985507246,0,0.3333333333333333,0.0,0.0,1,0,0,0.5419702710580006,0.1764705882352941,0.35922042964664735
0.0,1.0,0.3333333333333333,0.5714285714285714,0.49572649572649574,0.2857142857142857,0.0,0.44770044770044765,0,1,0.0,0.0,0.8405797101449275,0,0.2857142857142857,0.0,1.0,1,0,0,0.595026320566346,0.058823529411764705,0.32692492498905534
0.0,1.0,0.42857142857142855,0.0,0.5,0.0,0.0,0.6428571428571429,0,1,0.0,0.0,0.536231884057971,0,0.0,0.0,0.0,1,0,0,0.3797106058196852,0.029411764705882353,0.20456118526278377
0.0,1.0,0.42857142857142855,1.0,0.5042016806722689,0.0,0.0,0.7331932773109244,0,0,0.0,0.0,0.2753623188405798,0,0.0,0.0,0.0,1,0,0,0.44153846153846155,0.029411764705882353,0.23547511312217195
0.0,1.0,0.42857142857142855,1.0,0.5083333333333333,0.0,0.0,0.5873809523809524,0,0,0.0,0.0,0.4057971014492754,0,0.0,0.0,0.0,1,0,0,0.37319135099983747,0.08823529411764705,0.23071332255874227
0.0,1.0,0.42857142857142855,1.0,0.512396694214876,0.0,0.0,0.588193624557261,0,1,0.0,0.0,0.5942028985507246,0,0.0,0.0,0.0,1,1,0,0.42623249874583846,0.08823529411764705,0.25723389643174277
0.0,1.0,0.5,0.0,0.5163934426229508,0.0,0.0,0.6721311475409836,0,1,0.0,0.0,0.8405797101449275,0,0.0,0.0,0.0,1,0,0,0.5329548259688965,0.058823529411764705,0.29588917769033063
0.0,1.0,0.5,1.0,0.5121951219512195,0.0,0.0,0.7530487804878049,0,1,0.0,0.0,0.7681159420289856,0,0.0,0.0,0.0,0,0,0,0.5966062475896644,0.029411764705882353,0.3130090061477734
