MT,sets_ratio,game_ratio,score_ratio,pointswon_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p1,ace_ratio,df_ratio,speed,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,ST,distance_ratio,rally_count,ST_end
,,1.0,0.42857142857142855,0.5,0.0,0.0,0,0,1,0.0,,116.0,0,0.0,0.0,,0,0,0.4779791116144457,3,0
,,0.5,,0.5263157894736842,,,0,0,1,1.0,,126.0,0,,,,1,0,0.45588235294117646,1,0
,,0.5,1.0,0.55,,,0,0,1,1.0,,127.0,0,,,,0,0,0.34229051547952466,5,0
,,0.5,1.0,0.5238095238095238,,,0,0,1,1.0,,114.0,0,,,,0,0,0.4025185021539821,2,0
,,0.5,0.6666666666666666,0.5454545454545454,0.0,,0,0,1,1.0,,127.0,0,0.0,,,0,0,0.5613899613899613,9,0
,,0.5,0.75,0.5652173913043478,0.0,,0,0,0,1.0,,103.0,0,0.0,,,0,0,0.4578138239922528,1,0
,,0.6666666666666666,,0.5416666666666666,1.0,,0,0,0,,,107.0,0,1.0,,,0,0,0.4788705631982975,3,0
,,0.6666666666666666,0.0,0.52,1.0,,0,0,1,,,111.0,0,1.0,,,0,0,0.5164181170201723,3,0
,,0.6666666666666666,0.0,0.5,1.0,,0,0,1,0.0,,125.0,0,1.0,,,0,0,0.45837563451776653,1,0
,,0.6666666666666666,0.0,0.48148148148148145,1.0,,0,0,1,0.0,,126.0,0,1.0,,,0,0,0.7301396332348974,3,0
,,0.5,,0.5,,,0,0,1,,,116.0,0,,,,1,0,0.3433069457489154,5,0
,,0.5,1.0,0.5172413793103449,,,0,0,1,,,129.0,0,,,,0,0,0.34113525993153415,1,0
,,0.5,1.0,0.5333333333333333,,1.0,0,0,1,,,110.0,0,,1.0,,0,0,0.48879454627097196,3,0
,,0.5,1.0,0.5161290322580645,1.0,1.0,0,0,0,,,113.0,0,1.0,,,0,0,0.4460792110704629,2,0
,,0.5,0.75,0.5,1.0,1.0,0,0,0,,,104.0,0,1.0,,,0,0,0.40069620848621695,2,0
,,0.5,0.6,0.48484848484848486,1.0,1.0,0,0,1,,,111.0,0,1.0,,,0,0,0.4364469405852793,2,0
,,0.5,0.5,0.5,1.0,1.0,0,0,0,,,97.0,0,1.0,1.0,,0,0,0.5459543826043772,5,0
,,0.5,0.5714285714285714,0.5142857142857142,1.0,1.0,0,0,1,,,114.0,0,1.0,1.0,,0,0,0.41614831076960607,1,0
,,0.6,,0.5,,,0,0,1,,,110.0,0,,,,0,0,0.5610316833105826,1,0
,,0.6,0.0,0.5135135135135135,0.0,,0,0,0,,,90.0,0,0.0,,,0,0,0.49574863257620944,6,0
,,0.6,0.5,0.5,0.0,,0,0,1,,,125.0,0,0.0,,,0,0,0.567727424191936,1,0
,,0.6,0.3333333333333333,0.48717948717948717,0.0,,0,0,1,,,127.0,0,0.0,,,0,0,0.5057601510859301,1,0
,,0.6,0.25,0.475,0.0,,0,0,0,,,111.0,0,0.0,,,0,0,0.5193614830072091,1,0
,,0.5,,0.4878048780487805,,,0,0,0,,,107.0,0,,,,1,0,0.5116275594081602,9,0
,,0.5,1.0,0.5,0.0,,0,0,1,,,120.0,0,0.0,,,0,0,0.34029644950017235,3,0
,,0.5,1.0,0.5116279069767442,0.0,,0,0,1,,,115.0,0,0.0,,,1,0,0.3624133949191686,3,0
,,0.5,1.0,0.5,0.0,,0,0,0,,,104.0,0,0.0,,,0,0,0.4919978225367447,6,0
,,0.5,0.75,0.5111111111111111,0.0,,0,0,0,,,101.0,0,0.0,,,0,0,0.556116457204957,5,0
,,0.5714285714285714,,0.5,,,0,0,1,,,132.0,0,,,,0,0,0.5478009690644801,1,0
,,0.5714285714285714,0.0,0.5106382978723404,0.0,,0,0,0,,0.0,,0,0.0,,,0,0,0.4997310381925767,0,0
,,0.5714285714285714,0.5,0.5,0.0,,0,0,1,0.0,0.0,130.0,0,0.0,,,0,0,0.6269771528998244,1,0
,,0.5714285714285714,0.3333333333333333,0.5102040816326531,0.0,,0,0,0,0.0,0.0,101.0,0,0.0,,,0,0,0.4913778855159496,6,0
,,0.5714285714285714,0.5,0.52,0.0,,0,0,0,0.0,0.0,106.0,0,0.0,,,1,0,0.5319665567390237,16,0
,,0.5714285714285714,0.6,0.5294117647058824,0.0,,0,0,0,0.0,0.0,106.0,0,0.0,,1.0,0,0,0.6081601704987909,6,0
,,0.625,,0.5384615384615384,,,0,0,1,,,115.0,0,,,,0,0,0.41420778576741885,1,0
,,0.625,1.0,0.5283018867924528,,,0,0,0,,,100.0,0,,,,0,0,0.42353662273980996,2,0
,,0.625,0.5,0.5370370370370371,,,0,0,1,,,122.0,0,,,,0,0,0.40868220052209225,1,0
,,0.625,0.6666666666666666,0.5272727272727272,,,0,0,1,,,115.0,0,,,,0,0,0.49897242678540843,4,0
,,0.625,0.5,0.5357142857142857,,1.0,0,0,1,,,129.0,0,,1.0,,0,0,0.4960846931186841,3,0
,,0.625,0.6,0.5263157894736842,1.0,1.0,0,0,1,,,113.0,0,1.0,,,0,0,0.5351634438305709,2,0
,,0.625,0.5,0.5344827586206896,1.0,1.0,0,0,1,,,114.0,0,1.0,,,0,0,0.5137056833227087,7,0
,,0.625,0.5714285714285714,0.5254237288135594,1.0,0.4,0,0,0,,,88.0,0,1.0,0.0,,0,0,0.4789998839772595,4,0
,,0.625,0.5,0.5166666666666667,1.0,0.3333333333333333,0,0,1,,,123.0,0,1.0,0.0,,0,0,0.4831210120769213,6,0
,,0.625,0.42857142857142855,0.5245901639344263,1.0,0.3333333333333333,0,0,1,,,121.0,0,1.0,,,1,0,0.3982837918405587,7,0
,,0.625,0.5,0.532258064516129,1.0,0.3333333333333333,0,0,1,,,130.0,0,1.0,,,0,0,0.401790817298533,1,0
,,0.625,0.5714285714285714,0.5396825396825397,0.5,0.4285714285714286,0,0,1,,,132.0,0,0.5,1.0,,0,0,0.4583678656279352,3,0
,1.0,,,0.53125,,,0,0,1,0.0,,123.0,0,,,,0,0,0.6578733766233766,1,0
,1.0,,0.0,0.5230769230769231,,,0,0,1,0.0,,117.0,0,,,,0,0,0.5090909090909091,1,0
,1.0,,0.0,0.5151515151515151,,0.0,0,0,1,0.0,,123.0,0,,0.0,,0,0,0.4866209493075165,1,0
,1.0,,0.0,0.5074626865671642,,0.0,0,0,1,0.0,,122.0,0,,,,0,0,0.5904689576609076,1,0
,1.0,0.0,,0.5147058823529411,,,0,0,1,1.0,,127.0,0,,,,1,0,0.44896851248642783,1,0
,1.0,0.0,1.0,0.5217391304347826,,,0,0,0,1.0,,102.0,0,,,,0,0,0.42572267738444897,1,0
,1.0,0.0,1.0,0.5142857142857142,,,0,0,0,1.0,,111.0,0,,,,0,0,0.4657765284609979,2,0
,1.0,0.0,0.6666666666666666,0.5070422535211268,1.0,,0,0,1,1.0,,118.0,0,1.0,,,0,0,0.46899578326790126,12,0
,1.0,0.0,0.5,0.5138888888888888,1.0,,0,0,1,1.0,,126.0,0,1.0,,,1,0,0.3288108539505188,1,0
,1.0,0.0,0.6,0.5068493150684932,1.0,,0,0,0,1.0,,97.0,0,1.0,,,0,0,0.46851547136493155,2,0
,1.0,0.0,0.5,0.5,1.0,,0,0,0,1.0,,105.0,0,1.0,,,0,0,0.4483129935391241,2,0
,1.0,0.0,0.42857142857142855,0.49333333333333335,1.0,,0,0,1,1.0,,129.0,0,1.0,,0.0,0,0,0.43745019920318723,2,0
,1.0,0.0,,0.4868421052631579,,,0,0,1,,,126.0,0,,,,0,0,0.5215019255455713,1,0
,1.0,0.0,0.0,0.4805194805194805,,,0,0,1,,,128.0,0,,,,0,0,0.4675524744848835,1,0
,1.0,0.0,0.0,0.47435897435897434,,,0,0,1,,,108.0,0,,,,0,0,0.679987393633785,3,0
,1.0,0.0,0.0,0.46835443037974683,1.0,,0,0,0,,,101.0,0,1.0,,,0,0,0.48387758090496413,7,0
,1.0,0.0,,0.4625,,,0,0,0,,,106.0,0,,,,0,0,0.5551187071082766,10,0
,1.0,0.0,0.0,0.4691358024691358,,,0,0,1,,,111.0,0,,,,0,0,0.3959568023179244,1,0
,1.0,0.0,0.5,0.47560975609756095,,,0,0,1,1.0,,110.0,0,,,,1,0,0.44764705882352945,1,0
,1.0,0.0,0.6666666666666666,0.46987951807228917,,,0,0,1,1.0,,119.0,0,,,,0,0,0.5859400324149109,8,0
,1.0,0.0,0.5,0.4642857142857143,,0.0,0,0,0,1.0,,95.0,0,,0.0,,0,0,0.4547748379183459,4,0
,1.0,0.0,0.4,0.47058823529411764,0.0,0.0,0,0,0,1.0,,95.0,0,0.0,,,0,0,0.4333563377041638,3,0
,1.0,0.0,0.5,0.47674418604651164,0.0,0.0,0,0,1,1.0,,102.0,0,0.0,,,0,0,0.4427731352522438,3,0
,1.0,0.0,0.5714285714285714,0.4827586206896552,0.0,0.0,0,0,0,1.0,,120.0,0,0.0,,,0,0,0.5454672766315003,11,0
,1.0,0.25,,0.4772727272727273,,,0,0,1,,,113.0,0,,,,0,0,0.6727402104536829,5,0
,1.0,0.25,0.0,0.47191011235955055,,0.0,0,0,1,,,128.0,0,,0.0,,0,0,0.6028019891984385,1,0
,1.0,0.25,0.0,0.4777777777777778,,0.0,0,0,0,,,111.0,0,,,,1,0,0.5820164758302677,6,0
,1.0,0.25,0.3333333333333333,0.4835164835164835,0.0,0.0,0,0,1,,,131.0,0,0.0,,,0,0,0.5732118863856513,8,0
,1.0,0.25,0.5,0.4891304347826087,0.0,0.0,0,0,1,,,134.0,0,0.0,,,0,0,0.549843312119497,10,0
,1.0,0.25,0.6,0.4838709677419355,0.0,0.0,0,0,1,,,123.0,0,0.0,0.0,,0,0,0.5523595908846223,5,0
,1.0,0.25,0.5,0.48936170212765956,0.0,0.0,0,0,0,,,107.0,0,0.0,,,0,0,0.5081436957988972,10,0
,1.0,0.25,0.5714285714285714,0.4842105263157895,0.0,0.0,0,0,1,,,118.0,0,0.0,0.0,,0,0,0.6789302712094886,3,0
,1.0,0.25,0.5,0.4791666666666667,0.0,0.0,0,0,1,,,131.0,0,0.0,,,0,0,0.5711789589847343,1,0
,1.0,0.25,0.42857142857142855,0.4742268041237113,0.0,0.0,0,0,1,,,129.0,0,0.0,0.0,,0,0,0.5567129941978141,5,0
,1.0,0.2,,0.46938775510204084,,,0,0,0,,,115.0,0,,,,0,0,0.30342165459397635,2,0
,1.0,0.2,0.0,0.47474747474747475,,,0,0,1,,,109.0,0,,,,0,0,0.4369903632320237,1,0
,1.0,0.2,0.5,0.47,1.0,,0,0,0,,,91.0,0,1.0,,,0,0,0.4730447987851176,2,0
,1.0,0.2,0.3333333333333333,0.4752475247524752,1.0,,0,0,1,,,126.0,0,1.0,,,0,0,0.38005311301268807,1,0
,1.0,0.2,0.5,0.4803921568627451,1.0,,0,0,1,,,108.0,0,1.0,,,0,0,0.3876475018830028,1,0
,1.0,0.2,0.6,0.47572815533980584,1.0,,0,0,1,,,97.0,0,1.0,,,0,0,0.38019566230136137,10,0
,1.0,0.2,0.5,0.4807692307692308,1.0,1.0,0,0,1,,,127.0,0,1.0,1.0,,1,0,0.3181479025037307,3,0
,1.0,0.2,0.5714285714285714,0.4857142857142857,1.0,1.0,0,0,0,,,121.0,0,1.0,,,1,0,0.3932878867330886,1,0
,1.0,0.3333333333333333,,0.49056603773584906,0.0,,0,0,1,,,118.0,0,0.0,,,0,0,0.5644641163452419,4,0
,1.0,0.3333333333333333,1.0,0.48598130841121495,0.5,,0,0,1,,,128.0,0,0.5,,,0,0,0.5539192247617226,3,0
,1.0,0.3333333333333333,0.5,0.48148148148148145,0.6666666666666666,,0,0,1,,,132.0,0,0.6666666666666666,,,0,0,0.4507797878976918,3,0
,1.0,0.3333333333333333,0.3333333333333333,0.47706422018348627,0.6666666666666666,0.0,0,0,1,,,125.0,0,0.6666666666666666,0.0,,0,0,0.5486729362591432,3,0
,1.0,0.3333333333333333,0.25,0.4818181818181818,0.6666666666666666,0.0,0,0,1,,,108.0,0,0.6666666666666666,,,0,0,0.7319456553327521,2,0
,1.0,0.3333333333333333,0.4,0.4864864864864865,0.5,0.0,0,0,0,,,98.0,0,0.5,,,0,0,0.5581874930331067,8,0
,1.0,0.3333333333333333,0.5,0.49107142857142855,0.4,0.0,0,0,0,,,115.0,0,0.4,,,0,0,0.5393240142552602,8,0
,1.0,0.3333333333333333,0.5714285714285714,0.48672566371681414,0.4,0.0,0,0,1,,,120.0,0,0.4,,,0,0,0.656750703497387,1,0
,1.0,0.3333333333333333,0.5,0.4824561403508772,0.4,0.0,0,0,1,,,130.0,0,0.4,0.0,,0,0,0.5522889684789435,7,0
,1.0,0.3333333333333333,0.42857142857142855,0.48695652173913045,0.3333333333333333,0.0,0,0,1,,,124.0,0,0.3333333333333333,,,0,0,0.5491723113703046,4,0
,1.0,0.3333333333333333,0.5,0.49137931034482757,0.3333333333333333,0.0,0,0,0,,,113.0,0,0.3333333333333333,,,0,0,0.5419702710580006,6,0
,1.0,0.3333333333333333,0.5714285714285714,0.49572649572649574,0.2857142857142857,0.0,0,0,1,,,130.0,0,0.2857142857142857,,1.0,0,0,0.595026320566346,2,0
,1.0,0.42857142857142855,,0.5,,,0,0,1,,,109.0,0,,,,0,0,0.3797106058196852,1,0
,1.0,0.42857142857142855,1.0,0.5042016806722689,,,0,0,0,,,91.0,0,,,,0,0,0.44153846153846155,1,0
,1.0,0.42857142857142855,1.0,0.5083333333333333,0.0,,0,0,0,,,100.0,0,0.0,,,0,0,0.37319135099983747,3,0
,1.0,0.42857142857142855,1.0,0.512396694214876,0.0,,0,0,1,,,113.0,0,0.0,,,1,0,0.42623249874583846,3,0
,1.0,0.5,,0.5163934426229508,,,0,0,1,,,130.0,0,,,,0,0,0.5329548259688965,2,0
,1.0,0.5,1.0,0.5121951219512195,,,0,0,1,0.0,,125.0,0,,,,0,0,0.5966062475896644,1,0
,1.0,0.5,0.5,0.5080645161290323,,,0,0,0,0.0,,106.0,0,,,,0,0,0.522156762295082,1,0
,1.0,0.5,0.3333333333333333,0.504,,,0,0,1,0.0,,123.0,0,,,,0,0,0.6269056114174505,1,0
,1.0,0.5,0.25,0.5,,,0,0,1,0.0,,126.0,0,,,,0,0,0.6688921205711263,3,0
,1.0,0.4444444444444444,,0.5039370078740157,,,0,0,1,,,127.0,0,,,,0,0,0.3548366349369694,1,0
,1.0,0.4444444444444444,1.0,0.5,,,0,0,0,,,119.0,0,,,,0,0,0.33527064059884865,6,0
,1.0,0.4444444444444444,0.5,0.5038759689922481,0.0,,0,0,0,,,91.0,0,0.0,,,0,0,0.45280000000000004,1,0
,1.0,0.4444444444444444,0.6666666666666666,0.5076923076923077,0.0,,0,0,1,,,115.0,0,0.0,,,0,0,0.36799452117338205,7,0
,1.0,0.4444444444444444,0.75,0.5038167938931297,0.0,,0,0,1,,,114.0,0,0.0,,,0,0,0.42021394646899557,2,0
,1.0,0.4444444444444444,0.6,0.5075757575757576,0.0,,0,0,1,,,119.0,0,0.0,,,0,0,0.4394765539803707,5,0
,1.0,0.5,,0.5037593984962406,,,0,0,1,0.0,,111.0,0,,,,0,0,0.6265129682997118,1,0
,1.0,0.5,0.0,0.5,,,0,0,1,0.0,,132.0,0,,,,0,0,0.6053748231966054,1,0
,1.0,0.5,0.0,0.5037037037037037,0.0,,0,0,0,0.0,,105.0,0,0.0,,,0,0,0.5531076301162203,2,0
,1.0,0.5,0.3333333333333333,0.5,0.0,,0,0,1,0.0,,132.0,0,0.0,,,0,0,0.6817805921130354,3,0
,1.0,0.5,0.25,0.49635036496350365,0.0,,0,0,0,0.0,,100.0,0,0.0,,,0,0,0.4754842615012107,1,0
,1.0,0.45454545454545453,,0.5,,,0,0,1,1.0,,129.0,0,,,,1,0,0.5036451169188446,1,0
,1.0,0.45454545454545453,1.0,0.5035971223021583,,,0,0,0,1.0,,98.0,0,,,,0,0,0.33585449306681076,1,0
,1.0,0.45454545454545453,1.0,0.5071428571428571,,,0,0,0,1.0,,122.0,0,,,,0,0,0.44908797044562454,1,0
,1.0,0.45454545454545453,1.0,0.5106382978723404,,,0,0,1,1.0,,129.0,0,,,,0,0,0.3063380854072858,3,0
,1.0,0.5,,0.5070422535211268,,,0,0,1,,,128.0,0,,,,0,0,0.5674612339161993,15,0
,1.0,0.5,0.0,0.5104895104895105,,,0,0,1,,,127.0,0,,,,0,0,0.5228892055575347,1,0
,1.0,0.5,0.5,0.5138888888888888,,,0,0,0,,,100.0,0,,,,0,0,0.5224185267971054,13,0
,1.0,0.5,0.6666666666666666,0.5103448275862069,,,0,0,1,,,128.0,0,,,,0,0,0.5969102027679434,1,0
,1.0,0.5,0.5,0.5068493150684932,,,0,0,1,0.0,,130.0,0,,,,0,0,0.5057236304170074,1,0
,1.0,0.5,0.4,0.5102040816326531,,1.0,0,0,1,0.0,,119.0,0,,1.0,,0,0,0.5133903743315509,5,0
,1.0,0.5,0.5,0.5135135135135135,,1.0,0,0,1,0.0,,111.0,0,,,,0,0,0.36389238864596457,1,0
,1.0,0.5,0.5714285714285714,0.5100671140939598,,1.0,0,0,1,0.0,,127.0,0,,,,0,0,0.5394414241552073,1,0
,1.0,0.5,0.5,0.5066666666666667,1.0,1.0,0,0,0,0.0,,104.0,0,1.0,,,0,0,0.4901206575431209,3,0
,1.0,0.5,0.4444444444444444,0.5099337748344371,1.0,1.0,0,0,1,0.0,,130.0,0,1.0,,,1,0,0.408463366082322,5,0
,1.0,0.5,0.5,0.5131578947368421,1.0,1.0,0,0,1,0.0,,129.0,0,1.0,1.0,,1,0,0.38966123362096516,3,0
,1.0,0.5,0.5454545454545454,0.5098039215686274,1.0,0.6666666666666666,0,0,1,0.0,,129.0,0,1.0,0.0,,0,0,0.5748811637363267,3,0
,1.0,0.5,0.5,0.5064935064935064,1.0,0.6666666666666666,0,0,1,0.0,,128.0,0,1.0,,,0,0,0.5556787261916759,1,0
,1.0,0.5,0.46153846153846156,0.5032258064516129,1.0,0.6666666666666666,0,0,1,0.0,,122.0,0,1.0,,,0,0,0.5927779837679726,4,0
,0.5,,,0.5064102564102564,0.0,,0,0,0,,,96.0,0,0.0,,,0,0,0.35858838141782884,7,0
,0.5,,1.0,0.5031847133757962,0.0,0.0,0,0,0,,,96.0,0,0.0,0.0,,0,0,0.4061197733764106,4,0
,0.5,,0.5,0.5063291139240507,0.0,0.0,0,0,0,,,126.0,0,0.0,,,0,0,0.49930634380123595,1,0
,0.5,,0.6666666666666666,0.5031446540880503,0.5,0.0,0,0,0,,1.0,,0,0.5,,,0,0,0.4487812911725955,0,0
,0.5,,0.5,0.50625,0.5,0.0,0,0,1,,1.0,113.0,0,0.5,,,0,0,0.4134307445956765,1,0
,0.5,,0.6,0.5093167701863354,0.5,0.0,0,0,1,,1.0,113.0,0,0.5,,,0,0,0.3067171405933621,1,0
,0.5,1.0,,0.5123456790123457,,1.0,0,0,1,,,126.0,0,,1.0,,0,0,0.5013473477348181,8,0
,0.5,1.0,1.0,0.50920245398773,,0.5,0,0,1,,,130.0,0,,0.0,,0,0,0.5826451530936348,1,0
,0.5,1.0,0.5,0.5060975609756098,,0.5,0,0,0,,,109.0,0,,,,0,0,0.7203688043863717,3,0
,0.5,1.0,0.3333333333333333,0.509090909090909,,0.5,0,0,1,,,128.0,0,,,,0,0,0.5884180439915496,2,0
,0.5,1.0,0.5,0.5120481927710844,0.0,0.6666666666666666,0,0,1,,,130.0,0,0.0,,,0,0,0.5517857142857142,4,0
,0.5,1.0,0.6,0.5089820359281437,0.0,0.6000000000000001,0,0,1,,,127.0,0,0.0,0.0,,0,0,0.5126689945384546,3,0
,0.5,1.0,0.5,0.5119047619047619,0.0,0.6000000000000001,0,0,0,,,114.0,0,0.0,,,0,0,0.5718409010911651,2,0
,0.5,1.0,0.5714285714285714,0.5088757396449705,0.0,0.6000000000000001,0,0,1,,,130.0,0,0.0,,,0,0,0.7775123019597804,1,0
,0.5,1.0,0.5,0.5058823529411764,0.0,0.6000000000000001,0,0,1,,,118.0,0,0.0,,,0,0,0.5855417549081335,3,0
,0.5,1.0,0.42857142857142855,0.5087719298245614,0.0,0.6000000000000001,0,0,0,,0.0,,0,0.0,,,0,0,0.6422808252558618,0,0
,0.5,1.0,0.5,0.5058139534883721,0.0,0.6000000000000001,0,0,1,,0.0,129.0,0,0.0,,,0,0,0.6410449872677544,1,0
,0.5,1.0,0.42857142857142855,0.5028901734104047,0.0,0.5714285714285714,0,0,1,,0.0,128.0,0,0.0,0.0,,0,0,0.5391147128143867,5,0
,0.5,0.5,,0.5057471264367817,,,0,0,0,,,92.0,0,,,,1,0,0.42496493688639553,7,0
,0.5,0.5,1.0,0.5085714285714286,,,0,0,1,,,114.0,0,,,,1,0,0.36095050299121023,3,0
,0.5,0.5,1.0,0.5056818181818182,,,0,0,1,,,127.0,0,,,,0,0,0.46718221675753513,6,0
,0.5,0.5,0.6666666666666666,0.5028248587570622,1.0,,0,0,0,,,95.0,0,1.0,,,0,0,0.5315260916544843,4,0
,0.5,0.5,0.5,0.5056179775280899,0.5,,0,0,0,,,104.0,0,0.5,,,0,0,0.49975195057051364,3,0
,0.5,0.5,0.6,0.5083798882681564,0.5,,0,0,1,1.0,,122.0,0,0.5,,,1,0,0.24378585086042065,1,0
,0.5,0.6666666666666666,,0.5111111111111111,0.0,,0,0,0,,,108.0,0,0.0,,,0,0,0.42566530194472874,2,0
,0.5,0.6666666666666666,1.0,0.5138121546961326,0.0,,0,0,1,,,129.0,0,0.0,,,1,0,0.5289006855200595,6,0
,0.5,0.6666666666666666,1.0,0.510989010989011,0.5,,0,0,0,,,106.0,0,0.5,,,0,0,0.6297758572450026,3,0
,0.5,0.6666666666666666,0.6666666666666666,0.5136612021857924,0.3333333333333333,,0,0,1,,,127.0,0,0.3333333333333333,,,0,0,0.621166350929292,2,0
,0.5,0.6666666666666666,0.75,0.5163043478260869,0.3333333333333333,,0,0,1,,,133.0,0,0.3333333333333333,,1.0,0,0,0.538678459270653,6,0
,0.5,0.75,,0.518918918918919,,,0,0,1,1.0,,130.0,0,,,,1,0,0.40681502086230875,1,0
,0.5,0.75,1.0,0.521505376344086,,,0,0,1,1.0,,127.0,0,,,,1,0,0.34070638601498393,1,0
,0.5,0.75,1.0,0.5240641711229946,0.0,,0,0,0,1.0,,103.0,0,0.0,,,0,0,0.48520512344533134,9,0
,0.5,0.75,1.0,0.5212765957446809,0.5,,0,0,0,1.0,1.0,,0,0.5,,,0,0,0.38210227272727276,0,0
,0.5,0.75,0.75,0.5238095238095238,0.5,,0,0,1,1.0,1.0,107.0,0,0.5,,,1,0,0.41940700808625336,1,0
,0.5,0.8,,0.5263157894736842,0.0,,0,0,0,,,110.0,0,0.0,,,0,0,0.5303164482229307,4,0
,0.5,0.8,1.0,0.5235602094240838,0.0,,0,0,1,,,121.0,0,0.0,,,0,0,0.5779569892473119,1,0
,0.5,0.8,0.5,0.5208333333333334,0.0,,0,0,0,,,107.0,0,0.0,,,0,0,0.5357894736842106,1,0
,0.5,0.8,0.3333333333333333,0.5233160621761658,0.0,1.0,0,0,0,,,105.0,0,0.0,1.0,,0,0,0.4533601103051377,2,0
,0.5,0.8,0.5,0.520618556701031,0.0,1.0,0,0,0,,,111.0,0,0.0,,,0,0,0.4922732098619795,3,0
,0.5,0.8,0.4,0.517948717948718,0.0,0.5,0,0,1,,,132.0,0,0.0,0.0,,0,0,0.6340448239060833,1,0
,0.5,0.6666666666666666,,0.5204081632653061,,,0,0,1,,,107.0,0,,,,1,0,0.4086839749328559,1,0
,0.5,0.6666666666666666,1.0,0.5228426395939086,,,0,0,1,,,117.0,0,,,,0,0,0.4629299100707078,3,0
,0.5,0.6666666666666666,1.0,0.5252525252525253,0.0,,0,0,0,,,90.0,0,0.0,,,0,0,0.48563358332521667,3,0
,0.5,0.6666666666666666,1.0,0.5276381909547738,0.0,,0,0,1,1.0,,109.0,0,0.0,,,1,0,0.47525962125839954,1,0
,0.5,0.7142857142857143,,0.525,,,0,0,1,,,126.0,0,,,,0,0,0.6015401146131806,1,0
,0.5,0.7142857142857143,0.0,0.527363184079602,0.0,,0,0,1,,,116.0,0,0.0,,,0,0,0.5346083788706739,2,0
,0.5,0.7142857142857143,0.5,0.5247524752475248,0.0,0.0,0,0,1,,,116.0,0,0.0,0.0,,0,0,0.5718437724511789,9,0
,0.5,0.7142857142857143,0.3333333333333333,0.5270935960591133,0.0,0.0,0,0,1,,,127.0,0,0.0,,,1,0,0.5015007649813719,10,0
,0.5,0.7142857142857143,0.5,0.5294117647058824,0.0,0.0,0,0,1,,,114.0,0,0.0,,,0,0,0.5545678510654509,4,0
,0.5,0.7142857142857143,0.6,0.526829268292683,0.0,0.0,0,0,1,0.0,,127.0,0,0.0,,,0,0,0.48567621585609594,1,0
,0.5,0.7142857142857143,0.5,0.5242718446601942,0.0,0.0,0,0,1,0.0,,114.0,0,0.0,,,0,0,0.6922089041095891,1,0
,0.5,0.7142857142857143,0.42857142857142855,0.5217391304347826,0.0,0.0,0,0,1,0.0,,124.0,0,0.0,,,0,0,0.6087888531618435,1,0
,0.5,0.625,,0.5240384615384616,,,0,0,0,,,97.0,0,,,,0,0,0.16850357389900852,1,0
,0.5,0.625,1.0,0.5263157894736842,,1.0,0,0,1,,,109.0,0,,1.0,,1,0,0.3642393655371305,3,0
,0.5,0.625,1.0,0.5285714285714286,0.0,1.0,0,0,0,,,95.0,0,0.0,,,0,0,0.5403441682600383,1,0
